sentiment,text,clean_text
negative,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",however  the company saw its net profit for the third quarter down to eur  million from eur  million for the corresponding period of
negative,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",however  the company saw its net profit for the third quarter down to eur  m from eur  m for the corresponding period of
negative,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",however  the net sales declined to eur  million from eur  billion
negative,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",in food trade  sales amounted to eur  m  a decline of
negative,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",in januarynovember   the group s sales totalled eur  mn  which was a drop of   from the same period of
negative,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",in julyseptember   konecranes  sales decreased to eur  mn from eur  mn in julyseptember
negative,"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",in sales volume  cocacola s market share has decreased by   to
negative,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",in september alone  the market declined by  percent yearonyear to  million liters
negative,"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",in the baltic countries  development of operations and reorganisation continued  and nonrecurring items related to the takeover process lowered earnings
negative,"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",in the baltic countries  sales fell by    and in russia  by   in terms of euros  and by   in terms of local currency
negative,"In the Baltic countries , sales fell by 42.6 % .",in the baltic countries  sales fell by
negative,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,nokia s us shares were  percent lower at   by  gmt
negative,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",nokia shares hit  euros on friday  down  percent from the start of the year in part because of the slow introduction of touchscreen models
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,operating profit decreased to eur  mn from eur  mn
negative,"Operating profit decreased to nearly EUR 1.7 mn , however .",operating profit decreased to nearly eur  mn  however
negative,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,operating profit fell to eur  mn from eur  mn in the second quarter of
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,operating profit in the fourth quarter fell to eurm from eurm a year earlier
negative,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",operating profit totaled eur  mn  down from eur  mn in the corresponding period in
negative,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",operating profit totaled eur  mn  down from eur  mn in the corresponding period in
negative,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",operating profit totaled eur  mn  down from eur  mn in
negative,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",operating profit totalled eur  mn  down from eur  mn in the first quarter of
negative,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",operating profit totalled eur  mn  down from eur  mn a year earlier
negative,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",operating profit totalled eur  mn  down from eur  mn in the first half of
negative,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",operating profit totalled eur  mn  down from eur  mn the year before
negative,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",operating profit was eur  mn  down from eur  mn
negative,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",profit for the period was eur  mn  down from eur  mn in
negative,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",revenue was slightly down  at  xac  million   million  compared to  xac  million a year earlier
negative,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",sales at the tiimari business went down by   to eur  million  while gallerix stores saw   growth to eur  million
negative,Sales by Seppala diminished by 6 per cent .,sales by seppala diminished by  per cent
negative,Talentum 's net sales in September were smaller than expected .,talentum s net sales in september were smaller than expected
negative,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,the company s previous estimate was for a lower revenue than the yearago eur  million
negative,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",the company s profit totaled ls  in h   down   yearonyear
negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,the company said that sales in the three months to the end of march slid to eur  m us  m from eur  m last year
negative,The operating margin came down to 2.4 % from 5.7 % .,the operating margin came down to   from
negative,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,the operating margin of aker yards cruise  ferries division went down from   to   in the first quarter of
negative,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,the terms of the aforementioned funding are considerably below the bank s current cds levels in the market and have a maturity ranging from  to  years
negative,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,the total capital of funds managed by the bank decreased by   to eur mn by the end of september
negative,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,upm stock fell  percent to euro    in early afternoon trading in helsinki
negative,"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",yit s baltic sales in the first three quarters of  totaled  million euros  representing a drop of  percent year on year
positive,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",according to the company  its operating profit  excluding nonrecurring items  in the fourth quarter of  was significantly better than expected  and also better than the figures for the fourth quarter of
positive,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,i am extremely delighted with this project and the continuation of cooperation with viking line
positive,"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",the apartment block will be welllocated  in easy reach of the city center and close to both a school and kindergarten
neutral,"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",the share issue  derogating from the preemptive right of the shareholders and comprising some six million new shares at market price  will be offered for subscription by shareholders  holders of capital notes and by professional clients
